Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,se_event,gene_number,db
GTPase Activator Activity (GO:0005096),15/211,0.04155531744374296,2.819194599445897,20.834934036946013,USP6NL;TBC1D9B;STARD8;ARHGAP19;AGAP1;TSC2;MYO9B;OCRL;ARHGAP17;SYDE1;RP2;CHN1;TBC1D14;DNM1L;GARNL3,Cd2bp2,including,538,GO_Molecular_Function_2023
Regulation Of Organelle Organization (GO:0033043),12/100,0.030469618488338936,5.022640857241618,55.61469548337558,USP6NL;CAMSAP3;SYDE1;CLN3;MAVS;PDCD10;ACTR5;SIRT7;DNM1L;MFF;MARK2;PTK2,Cd2bp2,including,538,GO_Biological_Process_2023
DNA Repair (GO:0006281),21/291,0.030469618488338936,2.8872555340640447,28.958249984234413,UVRAG;CENPX;FANCM;FANCL;FMR1;USP3;ACTR5;XRCC3;RECQL;PDS5B;APTX;FANCG;RAD52;ENDOV;MTA1;MSH3;CHEK2;NSD2;PMS2;POLI;ERCC8,Cd2bp2,including,538,GO_Biological_Process_2023
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),6/26,0.030469618488338936,10.963533834586466,107.81113718858843,DLG1;DLG3;DLG5;SCRIB;MARK2;PALS1,Cd2bp2,including,538,GO_Biological_Process_2023
Microtubule Anchoring (GO:0034453),4/9,0.030469618488338936,29.149063670411984,284.05604696155655,CAMSAP3;GCC2;CLASP1;CLASP2,Cd2bp2,including,538,GO_Biological_Process_2023
Regulation Of Chromatin Organization (GO:1902275),6/27,0.030469618488338936,10.440923737916219,100.2866362064378,SETD5;KANSL1;TLK2;TLK1;MSL3;MSL1,Cd2bp2,including,538,GO_Biological_Process_2023
Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),7/40,0.03087020902305166,7.761399303772185,72.78737533688756,CAMSAP3;DLG1;DLG3;DLG5;SCRIB;MARK2;PALS1,Cd2bp2,including,538,GO_Biological_Process_2023
Positive Regulation Of Integrin Activation (GO:0033625),4/10,0.03087020902305166,24.2896379525593,224.815561489137,FERMT1;SRC;PIEZO1;RASIP1,Cd2bp2,including,538,GO_Biological_Process_2023
Regulation Of Cilium Assembly (GO:1902017),9/71,0.03295628195959572,5.323495335081407,48.21326993996009,USP6NL;TCHP;CCDC88A;ODF2L;TBC1D9B;CEP120;DYNLT2B;TBC1D14;ENTR1,Cd2bp2,including,538,GO_Biological_Process_2023
Organelle Organization (GO:0006996),25/418,0.04561365864045071,2.3646017786904356,20.36841008767187,USP6NL;PI4K2B;TAFAZZIN;FAF2;TOR1AIP2;MIA3;CECR2;ZMYM4;DNM1L;CLASP1;SEC31A;PAK4;CLASP2;HACE1;COG2;TRAPPC8;MCOLN1;CFAP410;FANCG;TJAP1;FMNL3;SEC23IP;TMEM135;BIN1;ADCK1,Cd2bp2,including,538,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),181/5175,0.007141161460486174,1.4688258963978063,15.321054971060962,PANK2;CRTC2;TFRC;FMR1;GEMIN2;CTNND1;JADE1;UBP1;RBPJ;VIRMA;CDC14B;TIAL1;PPP1CC;STK11;HERC2;CHEK2;SPATA24;SMARCAD1;CCNL2;RNF111;MBNL1;TLE1;ESCO1;KDM2B;DDX11;USP3;IPMK;NSMCE2;RECQL;CIRBP;TSC2;OCRL;ARMC8;RFX1;CDYL;CDC25C;CFAP410;ISL1;PRKAB1;THOC7;MED7;NISCH;ILF3;BIN1;MSH3;CSNK1G2;ANKRD16;ANKRD11;ARHGAP19;COPS7B;GPATCH2L;PDS5B;MTDH;BAG6;DHX30;RAB11FIP1;DPH3;SAFB2;CAMTA1;TBC1D14;PATZ1;KAT14;SEC31A;OSBPL9;CTSA;UBE2F;TIA1;HACE1;PHC1;ANKRD27;POU2F1;TIPARP;FANCL;BRPF3;PHF12;XRCC3;TMEM192;RFXANK;MACO1;CLK4;PTK2;LSM2;CLK1;STAG1;DLG1;PIR;PKIG;EZH2;MDM1;RPAIN;SETD5;SLC35F6;CELF1;SETD6;CHD6;TDRP;ZBTB8OS;OTUD7B;UFSP2;MIA3;ARRB2;MED15;SENP6;MED14;ZMYM2;PPP6R3;TLK2;TLK1;CTSH;DNM1L;SPTAN1;GABPA;ILKAP;KDM6A;GRIPAP1;USP48;WDR37;TBP;STRADA;ACTR5;DNMT3A;TFE3;PPP2R5B;MSL3;SIRT7;TRNAU1AP;TERF2;MSL1;EPN2;NCOR2;MED22;METTL22;PKM;CREB1;TFDP2;DNAJC5;MED20;SLU7;ITGB3BP;LAMA5;RBM47;MVK;MYRF;PPM1M;POLDIP3;CIPC;DCTN4;BRAT1;WIZ;CECR2;CLN3;MTA1;CBS;NSD2;IGF2BP1;PMS2;TBL1X;APBB1;DRAM2;MTA3;NKTR;TCF7L2;SLF1;MYEF2;ATAD5;PCGF5;TPRKB;EXOG;PTPN13;MCOLN1;USP28;APTX;CDK11B;RAD52;FMNL3;SEC23IP;TFAP4;KANSL1;TTC3;ERCC8;TAF2,Cd2bp2,including,538,GO_Cellular_Component_2023
Nucleus (GO:0005634),158/4487,0.010858362722558077,1.4534862798020693,13.544472194084836,PANK2;CRTC2;FMR1;GEMIN2;CTNND1;JADE1;UBP1;RBPJ;VIRMA;CDC14B;TIAL1;PPP1CC;STK11;HERC2;CHEK2;SPATA24;SMARCAD1;CCNL2;RNF111;MBNL1;TLE1;ESCO1;KDM2B;DDX11;USP3;IPMK;NSMCE2;RECQL;CIRBP;TSC2;OCRL;ARMC8;CDYL;CDC25C;ISL1;PRKAB1;THOC7;MED7;ILF3;BIN1;MSH3;CSNK1G2;ANKRD16;ANKRD11;COPS7B;GPATCH2L;PDS5B;MTDH;BAG6;DHX30;DPH3;SAFB2;CAMTA1;PATZ1;KAT14;UBE2F;TIA1;HACE1;PHC1;POU2F1;TIPARP;FANCL;BRPF3;PHF12;XRCC3;TMEM192;RFXANK;MACO1;CLK4;PTK2;LSM2;CLK1;STAG1;DLG1;PIR;PKIG;EZH2;MDM1;RPAIN;SETD5;CELF1;SETD6;CHD6;TDRP;ZBTB8OS;OTUD7B;UFSP2;ARRB2;MED15;SENP6;MED14;ZMYM2;PPP6R3;TLK2;TLK1;GABPA;ILKAP;KDM6A;USP48;WDR37;TBP;STRADA;ACTR5;DNMT3A;TFE3;PPP2R5B;MSL3;SIRT7;TRNAU1AP;TERF2;MSL1;NCOR2;MED22;METTL22;PKM;CREB1;TFDP2;MED20;SLU7;ITGB3BP;LAMA5;RBM47;MYRF;PPM1M;POLDIP3;CIPC;DCTN4;BRAT1;WIZ;CECR2;CLN3;MTA1;HAUS8;CBS;NSD2;IGF2BP1;PMS2;TBL1X;APBB1;MTA3;NKTR;TCF7L2;SLF1;MYEF2;ATAD5;PCGF5;TPRKB;EXOG;PTPN13;USP28;APTX;CDK11B;RAD52;TFAP4;KANSL1;TTC3;ERCC8;TAF2,Cd2bp2,including,538,GO_Cellular_Component_2023
Core Mediator Complex (GO:0070847),5/23,0.025111072396454784,10.133416718782572,81.82502792601242,MED22;MED14;MED20;MED15;MED7,Cd2bp2,including,538,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),12/143,0.02997020863557137,3.366499288886309,25.619715386640767,EML4;ATAT1;WRAP73;ZZZ3;TFDP2;HAUS8;TBL1X;EML2;KAT14;CLASP1;CDC14B;CLASP2,Cd2bp2,including,538,GO_Cellular_Component_2023
mRNA Processing WP310,28/444,2.567156165248399e-4,2.9039546796318807,37.38177173569757,EIF4A2;RBM28;POLDIP3;WBP4;DDX20;DDX21;HNRNPR;RNPC3;RNASET2B;HNRNPDL;RBM7;RBM34;SRSF10;RBM5;RNGTT;PABPC4;LSM1;PRPF40A;RSRC2;ZCRB1;SMC1A;SUPT5;ESRP1;ACIN1;RNPS1;EIF4G3;SUGP2;RPS24,Qk,skipping,471,WikiPathways_2024_Mouse
RNA transport,14/167,0.008980381435637357,3.8795783813160565,39.00934363705921,EIF4A2;NUP214;NDC1;CYFIP1;PABPC4;PYM1;DDX20;SENP2;THOC7;SNUPN;ACIN1;RNPS1;GEMIN8;EIF4G3,Qk,skipping,471,KEGG_2019_Mouse
Metabolism of RNA,40/761,0.0020645458091168734,2.420973705635702,31.758854717576305,EIF4A2;TCERG1;RBM28;FASTKD2;POLDIP3;WBP4;DDX42;PARN;DDX20;DDX21;HNRNPR;RNPC3;RPL10A;METTL14;UTP20;RBM7;SRSF10;RBM5;NUP214;NDC1;AQR;RNGTT;PPIL2;RIOK3;LSM1;PRPF40A;CNOT10;ZCRB1;SNUPN;THOC7;TRIT1;QTRT1;LSM6;ZC3H11A;TRMT5;ACIN1;RNPS1;TRMT11;GEMIN8;RPS24,Qk,skipping,471,Reactome_Pathways_2024
Processing of Capped Intron-Containing Pre-mRNA,21/285,0.0022728605040451297,3.405429292929293,41.98533128919948,NUP214;NDC1;TCERG1;AQR;PPIL2;POLDIP3;WBP4;DDX42;HNRNPR;PRPF40A;ZCRB1;RNPC3;THOC7;METTL14;LSM6;ZC3H11A;ACIN1;RNPS1;RBM7;SRSF10;RBM5,Qk,skipping,471,Reactome_Pathways_2024
Cell Cycle,32/649,0.025326924201287477,2.2342807987801954,21.25392098242665,MAX;MCM8;SRC;HJURP;PDS5A;SYCE2;PCM1;CEP70;NUF2;BTRC;CLASP1;CDK5RAP2;NDEL1;NUP214;NDC1;GINS1;SUN1;IST1;FBXW11;ATRX;TINF2;CDC7;VRK1;KNL1;SMC1A;CDC25A;RBL1;AKAP9;CENPL;MDM2;CHMP7;RAD9A,Qk,skipping,471,Reactome_Pathways_2024
mRNA Splicing,15/215,0.047814003268933335,3.179111842105263,27.307021898118048,TCERG1;AQR;PPIL2;WBP4;DDX42;HNRNPR;PRPF40A;ZCRB1;RNPC3;LSM6;ACIN1;RNPS1;RBM7;SRSF10;RBM5,Qk,skipping,471,Reactome_Pathways_2024
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",6/30,0.02692225621709851,10.486559139784946,101.82289947864724,DPM1;GFPT2;MPI;ALG14;ALG3;UAP1,Qk,skipping,471,BioPlanet_2019
mTOR signaling pathway,11/113,0.02692225621709851,4.554497016197783,43.334669660099976,EIF4A2;CAB39;FBXW11;RRAGB;STRADA;POLDIP3;MAPKAP1;ULK1;KRAS;EIF4G3;VEGFA,Qk,skipping,471,BioPlanet_2019
RNA Binding (GO:0003723),74/1411,2.334791110260238e-8,2.5362394473133394,59.7708442595606,EIF4A2;TCERG1;RBM28;FASTKD2;RTCA;DDX42;HNRNPR;RPL10A;GPATCH8;METTL14;ALKBH1;LRRFIP1;BUD23;KPNA2;RBM34;RBM7;SLC16A3;RBM5;PSTK;RARS2;TOP3B;AQR;DDX11;ACTN1;PABPC4;PRPF40A;ZCRB1;SMC1A;SAFB;DDX50;SARS2;ZC3H11A;ESRP1;SRFBP1;ARHGEF1;HNRNPH3;DUS3L;MACF1;POLDIP3;MAZ;WBP4;PARN;DDX20;DDX21;RTF1;SAMHD1;RTN4;DHX30;RNASEH1;HNRNPDL;SERPINH1;FLNB;UTP20;MAP4;SRSF10;TEFM;YTHDF3;PYM1;LSM1;RSRC2;NOC3L;PRRC2B;SNUPN;KTN1;LSM6;GOLGB1;TRIP6;ZYX;ACIN1;RNPS1;EIF4G3;LSM14A;SUGP2;RPS24,Qk,skipping,471,GO_Molecular_Function_2023
Microtubule Binding (GO:0008017),17/239,0.011151667750441891,3.256528554986705,31.90414663684469,MACF1;FBXW11;KATNB1;PEX14;EML3;DNM2;UXT;CAMSAP3;HOOK2;PRC1;MAP4;HDGFL3;CLASP1;CDK5RAP2;NDEL1;ENKD1;MDM1,Qk,skipping,471,GO_Molecular_Function_2023
MutSalpha Complex Binding (GO:0032407),3/6,0.0329048507843803,41.72222222222222,346.6901517876422,MCM8;PMS2;MUTYH,Qk,skipping,471,GO_Molecular_Function_2023
Establishment Of Spindle Orientation (GO:0051294),8/35,0.0025626153483440588,12.480281577473802,170.1488845410058,NSFL1C;SAPCD2;FBXW11;MAP4;CLASP1;CDK5RAP2;ENKD1;NDEL1,Qk,skipping,471,GO_Biological_Process_2023
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),8/43,0.0066922774833413955,9.623696390003085,115.29519379751854,KDM3A;RNF14;SRC;NCOA4;TADA3;UBE3A;ZDHHC7;SAFB,Qk,skipping,471,GO_Biological_Process_2023
Establishment Of Mitotic Spindle Localization (GO:0040001),7/34,0.008482115590865844,10.896711366538952,123.54553276950467,NSFL1C;SAPCD2;FBXW11;CLASP1;CDK5RAP2;ENKD1;NDEL1,Qk,skipping,471,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),20/288,0.00949113706856674,3.187113214415726,34.85998363460292,TOP3B;TCF7L2;INO80E;FBH1;MCM8;ATRX;DONSON;NOC3L;PDS5A;SMC1A;SAMHD1;TICRR;NTHL1;MSH3;ALKBH1;SMARCAD1;KPNA2;NFRKB;RAD9A;MUTYH,Qk,skipping,471,GO_Biological_Process_2023
Amino Sugar Biosynthetic Process (GO:0046349),4/9,0.014881085499335502,33.4458244111349,343.31859785270586,NANP;GNPDA1;GFPT2;UAP1,Qk,skipping,471,GO_Biological_Process_2023
Establishment Of Mitotic Spindle Orientation (GO:0000132),6/29,0.017630694720205998,10.943057503506312,108.47901718706542,NSFL1C;SAPCD2;FBXW11;CDK5RAP2;ENKD1;NDEL1,Qk,skipping,471,GO_Biological_Process_2023
Negative Regulation Of Microtubule Depolymerization (GO:0007026),5/20,0.025036078397527844,13.9585121602289,131.32471711738486,CKAP2;KATNB1;CIB1;CLASP1;HDGFL3,Qk,skipping,471,GO_Biological_Process_2023
RNA Processing (GO:0006396),14/183,0.030880787503337805,3.509380705138995,31.812078856627213,TCERG1;RNGTT;FASTKD2;PABPC4;WBP4;LSM1;DDX20;HNRNPR;ZCRB1;RNPC3;LSM6;RNPS1;HNRNPH3;RBM5,Qk,skipping,471,GO_Biological_Process_2023
Negative Regulation Of Protein Depolymerization (GO:1901880),5/23,0.03986789899748279,11.630305197901764,101.08653563766063,CKAP2;KATNB1;CIB1;CLASP1;HDGFL3,Qk,skipping,471,GO_Biological_Process_2023
Regulation Of Microtubule Depolymerization (GO:0031114),5/24,0.04331189267978154,11.017619155184098,93.40133430679388,CKAP2;KATNB1;CIB1;CLASP1;HDGFL3,Qk,skipping,471,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),17/268,0.04331189267978154,2.875949944714534,24.181340736758056,SUV39H2;PBRM1;INO80E;DDX11;ATRX;CHD6;EHMT1;DDX21;SAFB;HIRIP3;NASP;MTF2;SMARCAD1;KAT7;NFRKB;HDGFL3;BPTF,Qk,skipping,471,GO_Biological_Process_2023
Nucleus (GO:0005634),161/4487,4.013977654266199e-7,1.825185301179664,36.134179026576234,N6AMT1;ATF2;TCERG1;PANK2;DGKD;PRDM4;RTCA;CTNND1;EHMT1;UBP1;HNRNPR;CIB1;RPL10A;GPATCH8;UXT;ALKBH1;MPC2;FAM53C;TRAPPC12;SMARCAD1;KAT7;KPNA2;ZFPL1;NFRKB;AQR;SLC30A9;TLE1;USP4;FBXW11;DDX11;VRK1;KNL1;JMJD7;PIAS2;THOC7;CDC25A;EML3;DPM1;MSH3;RRAGB;SRFBP1;GEMIN8;TELO2;ISCU;HDGFL3;MAX;MAZ;VPS26C;HTRA2;RNPC3;UBE2J2;PDS5A;NPAT;DHX30;IRAK1;NTHL1;PIP5K1A;ECT2;DECR1;BPTF;HACE1;POU2F1;SETDB1;LSM1;CDC7;PALB2;MLLT10;NSFL1C;DLG1;LSM6;APPBP2;NASP;TRIP6;TADA3;MDM2;GTF2IRD1;RNPS1;NF2;TCF3;PKIG;NIT1;RPS24;CC2D1A;BRWD3;RAD9A;MDM1;PHF3;INTS11;RPAIN;SUV39H2;INTS14;RNF14;MCM8;FBH1;CDCA7L;DDX42;CHD6;ECSIT;RESF1;SENP6;METTL14;AIFM1;XPO4;SPIN1;DNMT3B;BUD23;RBM7;ACADS;RBM5;TOP3B;PBRM1;SPHK2;STRADA;STRADB;PABPC4;AKTIP;ATRX;NCOA4;SMC1A;SAFB;ESRP1;MTF2;HNRNPH3;CILK1;KDM3A;PDXK;SGMS1;POLDIP3;WBP4;PARN;DDX20;DLST;KATNB1;AMBRA1;MLLT3;SAMHD1;ECPAS;RAD54B;NFS1;HIRIP3;HSF1;PMS2;APBB2;SRSF10;MUTYH;GINS1;TCF7L2;RNGTT;PPIL2;LIMK2;DONSON;DTNBP1;PEX14;TICRR;NUDT9;PRC1;TTC3;ZYX;ACIN1;RGS12;MPHOSPH8,Qk,skipping,471,GO_Cellular_Component_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),179/5175,4.013977654266199e-7,1.783212186187306,34.82297277175817,N6AMT1;ATF2;TCERG1;PANK2;DGKD;PRDM4;RTCA;CTNND1;EHMT1;UBP1;HNRNPR;CIB1;RPL10A;GPATCH8;UXT;ALKBH1;MPC2;FAM53C;TRAPPC12;SMARCAD1;KAT7;KPNA2;ZFPL1;NFRKB;AQR;SLC30A9;TLE1;IST1;USP4;FBXW11;DDX11;VRK1;KNL1;JMJD7;PIAS2;THOC7;CDC25A;EML3;CYP39A1;DPM1;MSH3;RRAGB;AKAP9;SRFBP1;GEMIN8;TELO2;ISCU;HDGFL3;MAX;MAZ;VPS26C;HTRA2;RNPC3;UBE2J2;PDS5A;NPAT;DHX30;IRAK1;NTHL1;PIP5K1A;ECT2;DECR1;BPTF;HACE1;POU2F1;SETDB1;LSM1;CDC7;PALB2;MLLT10;NSFL1C;DLG1;LSM6;P4HA1;HOOK2;APPBP2;NASP;GOLGB1;TRIP6;TADA3;MDM2;GTF2IRD1;RNPS1;MAN2B1;NF2;TCF3;PKIG;NIT1;RPS24;CC2D1A;BRWD3;RAD9A;MDM1;PHF3;INTS11;RPAIN;DENND1B;SUV39H2;INTS14;RNF14;MCM8;FBH1;CDCA7L;DDX42;CHD6;ECSIT;ATRAID;RESF1;SENP6;METTL14;AIFM1;XPO4;AP1G1;SPIN1;DNMT3B;FLOT2;BUD23;RBM7;ACADS;CTSC;RBM5;TOP3B;PBRM1;SUN1;SPHK2;CEMIP2;STRADA;STRADB;PABPC4;AKTIP;ATRX;NCOA4;PEX2;SMC1A;SAFB;EPN2;SLC7A5;ESRP1;MTF2;HNRNPH3;CILK1;KDM3A;PDXK;SGMS1;POLDIP3;WBP4;PARN;DDX20;DLST;KATNB1;AMBRA1;MLLT3;SAMHD1;ECPAS;RAD54B;NFS1;HIRIP3;HSF1;PMS2;APBB2;SRSF10;MUTYH;GINS1;TCF7L2;RNGTT;PPIL2;LIMK2;DONSON;DTNBP1;PEX14;TICRR;NUDT9;PRC1;TTC3;ZYX;UBAP1;ACIN1;RGS12;MPHOSPH8,Qk,skipping,471,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),55/1195,1.2343951058032713e-4,2.132664895411606,28.565358204574412,RBM28;TMEM179B;CDCA7L;FAF2;HJURP;HNRNPR;UXT;EPB41L4A;SPIN1;KAT7;TRAPPC13;LRRFIP1;BUD23;RBM34;RBM7;CDK5RAP2;SLC30A9;CEMIP2;DDX11;SLC30A5;VRK1;SMC1A;DDX50;EML3;SAPCD2;AKAP9;LDAH;VCL;MACF1;INO80E;RAB5C;PARN;DDX20;KATNB1;HTRA2;DDX21;AMBRA1;PDS5A;SYCE2;HIRIP3;IRAK1;EPB41L3;UTP20;PYM1;NOC3L;LSM6;PRC1;TRIP6;TTC3;MDM2;RGS12;CEP85;NF2;EIF4G3;MPHOSPH8,Qk,skipping,471,GO_Cellular_Component_2023
Cytoskeleton (GO:0005856),28/599,0.029560210535219157,2.0985084185599696,16.007617677824225,MACF1;DDX20;KATNB1;HTRA2;AMBRA1;UXT;EPB41L4A;SIPA1L1;EPB41L3;FLNB;LRRFIP1;CDK5RAP2;ENKD1;NDC1;IQCB1;SLC30A9;CKAP2;DTNBP1;EML3;ANLN;MYO1B;PRC1;KANSL2;TRIP6;AKAP9;ZYX;NF2;VCL,Qk,skipping,471,GO_Cellular_Component_2023
mRNA Processing WP310,30/444,2.096545203643315e-5,3.1555577564293023,48.08610172331452,EIF4A2;RBM25;RNMT;CELF1;DHX9;SFSWAP;FMR1;FXR1;PAPOLA;SAFB2;IGF2BP1;SRSF11;RBM10;RBM5;ILKAP;SRPK2;MYEF2;SECISBP2;PRPF40B;ZCRB1;PUM1;CLK4;U2SURP;SRPK1;ILF3;SLTM;FDX2;HNRNPD;RNPS1;SLU7,Qk,including,469,WikiPathways_2024_Mouse
Clathrin-mediated Endocytosis,14/145,0.0078551412829545985,4.556664709336465,53.30764393382212,GPS1;ITSN1;OCRL;GAPVD1;EPN2;GAK;DAB2;CTTN;BIN1;PACSIN3;EPS15;AGFG1;PICALM;REPS1,Qk,including,469,Reactome_Pathways_2024
Membrane Trafficking,33/633,0.008277501184868733,2.388084862385321,26.157432690907125,STX16;GPS1;ITSN1;SNAP23;MIA2;GCC2;GGA1;PACSIN3;EPS15;AGFG1;SEC31A;REPS1;VTA1;TSC2;OCRL;GAPVD1;PUM1;PRKAB1;EPN2;GAK;TJP1;RINT1;DAB2;SEC23IP;TRAPPC6A;RABEP1;CTTN;BIN1;RAB13;CHMP2A;COPG2;SEC24C;PICALM,Qk,including,469,Reactome_Pathways_2024
Cell Cycle,33/649,0.009083634046936158,2.324090760157274,24.298162567892547,CEP57;DIDO1;PDS5B;FOXM1;ORC6;ORC1;MIS18BP1;NSD2;RBBP8;TOPBP1;POLE;CLASP1;CDK5RAP2;CEP78;CLASP2;PLK4;NEK9;SUN1;PPP1R12A;ESCO1;FBXW11;ATRX;PPP2R5B;HAUS3;TERF2;CLIP1;RAD50;STAG1;TFDP2;CDK2;CHMP2A;ITGB3BP;MCPH1,Qk,including,469,Reactome_Pathways_2024
Energy Dependent Regulation of mTOR by LKB1-AMPK,6/29,0.011438478258642644,10.991454596675744,109.21901253611517,PRKAA1;CAB39L;STRADA;RRAGB;TSC2;PRKAB1,Qk,including,469,Reactome_Pathways_2024
DNA Repair,19/312,0.02265032966080271,2.772256351915055,24.29923890006396,FANCM;GPS1;ACTR5;XRCC3;REV1;RAD23A;CHD1L;TERF2;RAD52;RAD50;NSD2;CDK2;USP1;RBBP8;PMS2;TOPBP1;POLE;DTL;RAD18,Qk,including,469,Reactome_Pathways_2024
Chromatin Modifying Enzymes,16/238,0.02265032966080271,3.072052184634966,26.70815532354267,ATF2;KDM5C;KDM3A;MEAF6;KDM2B;SETD6;DNMT3A;JADE1;PHF21A;ZZZ3;ING3;NCOR1;NSD2;BRD8;KAT14;EZH2,Qk,including,469,Reactome_Pathways_2024
Chromatin Organization,16/238,0.02265032966080271,3.072052184634966,26.70815532354267,ATF2;KDM5C;KDM3A;MEAF6;KDM2B;SETD6;DNMT3A;JADE1;PHF21A;ZZZ3;ING3;NCOR1;NSD2;BRD8;KAT14;EZH2,Qk,including,469,Reactome_Pathways_2024
MTOR Signalling,6/41,0.0419462554574038,7.218512804689911,57.219892308843754,PRKAA1;CAB39L;STRADA;RRAGB;TSC2;PRKAB1,Qk,including,469,Reactome_Pathways_2024
mRNA 3'-End Processing,7/58,0.0419462554574038,5.787284610814023,45.29351228229395,FYTTD1;FIP1L1;PAPOLA;RNPS1;SLU7;SRSF11;U2AF1L4,Qk,including,469,Reactome_Pathways_2024
Vesicle-mediated Transport,33/752,0.042411525433271854,1.980311594850136,15.268187748887575,STX16;GPS1;ITSN1;SNAP23;MIA2;GCC2;GGA1;PACSIN3;EPS15;AGFG1;SEC31A;REPS1;VTA1;TSC2;OCRL;GAPVD1;PUM1;PRKAB1;EPN2;GAK;TJP1;RINT1;DAB2;SEC23IP;TRAPPC6A;RABEP1;CTTN;BIN1;RAB13;CHMP2A;COPG2;SEC24C;PICALM,Qk,including,469,Reactome_Pathways_2024
Energy-dependent regulation of mTOR by LKB1-AMPK,5/17,0.022213258140221927,17.52783764367816,180.33766555216985,PRKAA1;CAB39L;STRADA;TSC2;PRKAB1,Qk,including,469,BioPlanet_2019
RNA Binding (GO:0003723),63/1411,2.3176418123801694e-4,2.0931008902077153,30.00656229268611,EIF4A2;DIDO1;RBM25;CELF1;FMR1;AKAP8L;NUDT1;ZCCHC17;UBAP2L;RBM5;AGFG1;PSTK;RARS2;TYW5;DDX11;SECISBP2;PRPF40B;DARS2;ZCRB1;PPHLN1;TRNAU1AP;GTPBP1;DDX50;ILF3;PKM;SLTM;THRAP3;PPIG;ALDOA;FYTTD1;AARS2;RNMT;DHX9;AKAP8;MTDH;RCC1L;FXR1;DHX30;UNK;FIP1L1;SAFB2;IGF2BP1;UTP20;ZC3H14;SRSF11;RBM10;MARK2;SRPK2;PTPN1;MYEF2;YLPM1;PRRC2C;RRP1B;PUM1;APTX;TDRD3;U2SURP;KTN1;SRPK1;SEC23IP;HNRNPD;RNPS1;R3HDM1,Qk,including,469,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),20/342,0.017709783899197945,2.657250757376641,22.889324607040617,PLK4;SRPK2;BRD2;NEK9;PRKAA1;STK19;PRKAB1;CLK4;SRPK1;CDK2;RPS6KB2;MAP4K5;MARK4;MAP3K7;MARK3;CAMK2G;CSNK1G2;MARK2;PAK4;MAP2K6,Qk,including,469,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),8/68,0.017709783899197945,5.631525668835864,48.385791184118744,ING3;ZZZ3;FMR1;MTF2;JMJD7;ZMYND11;TDRD3;BPTF,Qk,including,469,GO_Molecular_Function_2023
DNA Binding (GO:0003677),37/846,0.017709783899197945,1.982082360481619,16.711307463244708,KDM3A;GTF3C4;DHX9;FMR1;PRDM5;CHD6;SMC6;PDS5B;RNF138;ZMYM4;SAFB2;RBBP8;IGF2BP1;PMS2;POLE;RBM5;BPTF;TCF7L2;CENPX;KDM2B;DDX11;SECISBP2;DNMT3A;ATRX;RAD23A;APTX;RAD52;ILF3;RAD50;SLTM;THRAP3;MTF2;QRICH1;TCF3;ZMYND11;RAD18;EZH2,Qk,including,469,GO_Molecular_Function_2023
Methylated Histone Binding (GO:0035064),8/71,0.017709783899197945,5.362531418930551,44.44999601681413,ING3;ZZZ3;FMR1;MTF2;JMJD7;ZMYND11;TDRD3;BPTF,Qk,including,469,GO_Molecular_Function_2023
Tau Protein Binding (GO:0048156),6/39,0.017709783899197945,7.6567838209306895,62.847075313840975,PRKAA1;BIN1;MARK4;MARK3;MARK2;PICALM,Qk,including,469,GO_Molecular_Function_2023
Nuclear Thyroid Hormone Receptor Binding (GO:0046966),5/27,0.02037578456902649,9.555740595611285,75.62073595926047,MED22;NCOR1;THRAP3;NCOA3;BRD8,Qk,including,469,GO_Molecular_Function_2023
Microtubule Plus-End Binding (GO:0051010),4/19,0.036813339272397015,11.191971326164875,78.81046658346246,CLIP1;FBXW11;CLASP1;CLASP2,Qk,including,469,GO_Molecular_Function_2023
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),14/228,0.036813339272397015,2.777426312005751,19.109261388287845,ATF2;TCF7L2;TBP;UHRF2;DHX9;SETD6;NCOA3;DNMT3A;ISL1;MTDH;NCOR1;CPNE1;RBBP8;TCF3,Qk,including,469,GO_Molecular_Function_2023
Tau-Protein Kinase Activity (GO:0050321),4/20,0.036813339272397015,10.491935483870968,71.73452941905109,PRKAA1;MARK4;MARK3;MARK2,Qk,including,469,GO_Molecular_Function_2023
Histone H4K12 Acetyltransferase Activity (GO:0043997),3/10,0.036813339272397015,17.95585530349479,118.51648535728582,ING3;MEAF6;JADE1,Qk,including,469,GO_Molecular_Function_2023
